UKPMSSection,SectionDescription,Region,Site,RoadType,RoadName,Length,Ward,StartNode,EndNode,StartNodeEasting,StartNodeNorthing,EndNodeEasting,EndNodeNorthing,StartNodeLat,StartNodeLong,EndNodeLat,EndNodeLong
013/01878/107,"C103 Kenton Road - Elmfield Road R/bt to A191 Salter's Road R/bt",011,01878,"C Road","KENTON ROAD",593,"West Gosforth",C103-0015,C103-0020,423686,567252,423216,567577,54.999206308371,-1.6296948107634,55.002149236131,-1.6370162221625
023/02795/005,"C136 Rye Hill - Elswick Road to Westmorland Road R/bt",008,02795,"C Road","RYE HILL",281,"Westgate (Residential)",C136-0105,C136-0110,423654,564052,423821,563826,54.970449255566,-1.6304593485459,54.968410222062,-1.6278691869997
023/02795/010,"C136 Rye Hill - Westmorland Road R/bt",008,02795,"C Road","RYE HILL",56,Elswick,C136-0110,C136-0110,423821,563826,423821,563826,54.968410222062,-1.6278691869997,54.968410222062,-1.6278691869997
023/03345/105,"C136 Westmorland Road - Rye Hill to George Street R/bt",008,03345,"C Road","WESTMORLAND ROAD",150,Elswick,C136-0205,C136-0210,423836,563821,423972,563860,54.968364569511,-1.6276352787117,54.968708542451,-1.62550748366
023/03345/110,"C136 Westmorland Road - George Street R/bt",008,03345,"C Road","WESTMORLAND ROAD",51,Elswick,C136-0210,C136-0210,423972,563860,423972,563860,54.968708542451,-1.62550748366,54.968708542451,-1.62550748366
001/02826/005,"C119 St. John's Road - Elswick Road to Buddle Road R/bt",008,02826,"C Road","ST JOHNS ROAD",360,"Benwell and Scotswood",C119-0005,C119-0010,422340,563933,422326,563589,54.96944042755,-1.6509964849221,54.966349492477,-1.6512419787763
001/02826/010,"C119 St. John's Road - Buddle Road R/bt",008,02826,"C Road","ST JOHNS ROAD",46,"Benwell and Scotswood",C119-0010,C119-0010,422326,563589,422326,563589,54.966349492477,-1.6512419787763,54.966349492477,-1.6512419787763
024/03509/005,"C108 North Walbottle Road - Stamfordham Road to Queensbury Drive R/bt",023,03509,"C Road","NORTH WALBOTTLE ROAD",1779,Westerhope,C108-0005,C108-0010,418486,567972,417443,567020,55.005897276995,-1.7109433952364,54.99737919114,-1.7273101032569
024/03509/010,"C108 North Walbottle Road - Queensbury Drive R/bt",023,03509,"C Road","NORTH WALBOTTLE ROAD",70,Newburn,C108-0010,C108-0010,417443,567020,417443,567020,54.99737919114,-1.7273101032569,54.99737919114,-1.7273101032569
024/03509/015,"C108 North Walbottle Road - Queensbury Drive R/bt to Hexham Road",023,03509,"C Road","NORTH WALBOTTLE ROAD",546,Newburn,C108-0015,C108-0020,417442,566997,417278,566481,54.997172522383,-1.7273271379196,54.992540883517,-1.7299220831535
006/03299/025,"C111 West Denton Way - Eastbound Wickes Bullnose to Fairspring/Wickes R/bt",006,03299,"C Road","WEST DENTON WAY",68,Denton,C111-0045,C111-0050,420244,566627,420279,566686,54.993741248817,-1.6835499993012,54.99427006292,-1.682998716355
006/03299/030,"C111 West Denton Way - Westbound Fairspring/Wickes R/bt to Bullnose",006,03299,"C Road","WEST DENTON WAY",67,Denton,C111-0055,C111-0060,420288,566680,420252,566623,54.994215773745,-1.6828584560092,54.99370497513,-1.6834252300674
006/03299/027,"C111 West Denton Way - Wickes/Fairspring R/bt",006,03299,"C Road","WEST DENTON WAY",69,Denton,C111-0065,C111-0065,420283,566682,420283,566682,54.994233951631,-1.6829364728497,54.994233951631,-1.6829364728497
006/03299/035,"C111 West Denton Way - Eastbound Fairspring/Wickes R/bt to B6324 Stamfordham Road",006,03299,"C Road","WEST DENTON WAY",202,Denton,C111-0070,C111-0075,420288,566702,420393,566874,54.994413489721,-1.6828568968137,54.995954979245,-1.6812033056045
006/03299/040,"C111 West Denton Way - Westbound B6324 Stamfordham Road R/bt to Fairspring/Wickes",006,03299,"C Road","WEST DENTON WAY",194,Denton,C111-0080,C111-0085,420405,566858,420298,566698,54.995810694209,-1.6810168576171,54.994377133797,-1.6827008625797
021/02890/005,"C129 Scrogg Road - Fossway to B1313 Welbeck Road",020,02890,"C Road","SCROGG ROAD",810,Byker,C129-0105,C129-0110,428374,565345,428641,564584,54.981823043095,-1.5565941823778,54.974968673874,-1.5524979289466
021/02890/010,"C129 Scrogg Road - B1313 Welbeck Road to A186 Walker Road",020,02890,"C Road","SCROGG ROAD",1017,Walker,C129-0110,C129-0115,428641,564584,429062,563665,54.974968673874,-1.5524979289466,54.966685261723,-1.5460133952295
005/00865/005,"C124 Cragside - Benton Road to Newton Road R/bt",014,00865,"C Road",CRAGSIDE,485,"North Heaton",C124-0105,C124-0110,426902,567140,426420,567175,54.998036363697,-1.5794280499337,54.998376720927,-1.5869599373195
005/00865/010,"C124 Cragside - Newton Road R/bt",014,00865,"C Road",CRAGSIDE,103,"North Heaton",C124-0110,C124-0110,426420,567175,426420,567175,54.998376720927,-1.5869599373195,54.998376720927,-1.5869599373195
011/02766/010,"C126 Rothbury Terrace - A188 Chillingham Road to Benfield Road",018,02766,"C Road","ROTHBURY TERRACE",1233,"South Heaton",C126-0005,C126-0010,427187,565769,428021,566467,54.985699726615,-1.5751028310723,54.991926411827,-1.562000621255
011/01636/005,"C124 Heaton Road - Stephenson Road to Heaton Park View R/bt",018,01636,"C Road","HEATON ROAD",979,"North Heaton",A1058-0215,C124-0305,426741,566364,426866,565421,54.991071135059,-1.5820174566505,54.982589668506,-1.5801521289671
011/01636/010,"C124 Heaton Road - Heaton Park View R/bt",018,01636,"C Road","HEATON ROAD",54,Ouseburn,C124-0305,C124-0305,426866,565421,426866,565421,54.982589668506,-1.5801521289671,54.982589668506,-1.5801521289671
011/01636/015,"C124 Heaton Road - Heaton Park View R/bt to North View/Denmark Street",018,01636,"C Road","HEATON ROAD",287,Ouseburn,C124-0310,C124-0405,426870,565405,426953,565132,54.982445660696,-1.5800911216669,54.979987724506,-1.5788197680244
005/01351/005,"C123 Freeman Road - Benton Park Road to Castle Farm Road R/bt",005,01351,"C Road","FREEMAN ROAD",552,Dene,C123-0005,C123-0010,425563,568106,425842,567637,55.006788357867,-1.6002743939115,55.002559051366,-1.5959541899927
005/01351/010,"C123 Freeman Road - Castle Farm Road R/bt",005,01351,"C Road","FREEMAN ROAD",37,Dene,C123-0010,C123-0010,425842,567637,425842,567637,55.002559051366,-1.5959541899927,55.002559051366,-1.5959541899927
005/01351/015,"C123 Freeman Road - Castle Farm Road R/bt to Newton Road R/bt",005,01351,"C Road","FREEMAN ROAD",618,Dene,C123-0015,C123-0020,425850,567630,426108,567080,55.002495727026,-1.595829743997,54.997539416501,-1.5918461521915
005/02364/105,"C123 Newton Road - Freeman Road R/bt  to Cragside R/bt",014,02364,"C Road","NEWTON ROAD",278,"North Heaton",C123-0105,C123-0110,426131,567073,426387,567171,54.997475300857,-1.5914872358925,54.998342523181,-1.5874762004503
005/02364/103,"C123 Newton Road - Freeman Road R/bt",014,02364,"C Road","NEWTON ROAD",88,"North Heaton",C123-0105,C123-0105,426131,567073,426131,567073,54.997475300857,-1.5914872358925,54.997475300857,-1.5914872358925
026/00358/005,"C106 Black Callerton Lane - Stamfordham Road to A696 R/btWest",026,00358,"C Road","BLACK CALLERTON",3097,Woolsington,C106-0005,C106-0010,416045,569032,418738,570374,55.01550830166,-1.749052213984,55.027474811653,-1.7068456026558
026/00358/010,"C106 Black Callerton Lane - A696 R/bt West",026,00358,"C Road","BLACK CALLERTON",85,Woolsington,C106-0010,C106-0010,418738,570374,418738,570374,55.027474811653,-1.7068456026558,55.027474811653,-1.7068456026558
026/00358/015,"C106 Black Callerton Lane - A696 R/bt West to A696 R/bt East",026,00358,"C Road","BLACK CALLERTON",104,Woolsington,C106-0015,C106-0020,418763,570385,418863,570410,55.027572726701,-1.7064537630429,55.027793620125,-1.7048876401278
026/00358/020,"C106 Black Callerton Lane - A696 R/bt East",026,00358,"C Road","BLACK CALLERTON",81,Woolsington,C106-0020,C106-0020,418863,570410,418863,570410,55.027793620125,-1.7048876401278,55.027793620125,-1.7048876401278
019/00126/005,"C118 Armstrong Road - Denton Road to Delaval Road R/bt",001,00126,"C Road","ARMSTRONG ROAD",1178,"Benwell and Scotswood",C118-0005,C118-0010,419795,564211,420951,563997,54.97204643539,-1.6907355077758,54.970075931414,-1.672690857993
019/00126/010,"C118 Armstrong Road - Delaval Road R/bt",001,00126,"C Road","ARMSTRONG ROAD",40,"Benwell and Scotswood",C118-0010,C118-0010,420951,563997,420951,563997,54.970075931414,-1.672690857993,54.970075931414,-1.672690857993
019/00126/015,"C118 Armstrong Road - Delaval Road R/bt to B1305 Atkinson Road Junction",001,00126,"C Road","ARMSTRONG ROAD",727,"Benwell and Scotswood",C118-0015,C118-0020,420964,563995,421681,563890,54.970057410486,-1.6724879141062,54.969083086863,-1.6612946681906
019/00126/020,"C118 Armstrong Road - Atkinson Road Junction to St John's Road",001,00126,"C Road","ARMSTRONG ROAD",634,"Benwell and Scotswood",C118-0020,C118-0025,421681,563890,422304,563777,54.969083086863,-1.6612946681906,54.968040052526,-1.651571013778
004/04392/005,"C101 Dinnington Road - Brunton Lane to Main Road (Havannah Crescent)",026,04392,"C Road","DINNINGTON ROAD",2251,Woolsington,C101-0105,C101-0205,421482,570817,421033,572959,55.031345099152,-1.6638834129924,55.050614470352,-1.6707506894863
026/03818/005,"C101 Main Road - Dinnington Road to Dinnington Road (West/East Acres)",004,03818,"C Road","MAIN ROAD",668,Castle,C101-0205,C101-0305,421033,572959,420899,573550,55.050614470352,-1.6707506894863,55.055931437843,-1.6728049740324
026/03152/005,"C109 Trevelyan Drive - Newbiggin Lane to Etal Lane",026,03152,"C Road","TREVELYAN DRIVE",529,Woolsington,C109-0005,C109-0105,419713,567545,420203,567463,55.002012705316,-1.6917871143217,55.001256118181,-1.6841318790774
003/00048/005,"C139 Albion Row - Byker Bank to R/bt (at Dunn Terrace Byker Wall)",003,00048,"C Road","ALBION ROW",265,Byker,C139-0005,C139-0010,426442,564502,426686,564434,54.974353287332,-1.5868627918443,54.973729161951,-1.5830569106933
003/00048/010,"C139 Albion Row -  R/bt (at Dunn Terrace Byker Wall)",003,00048,"C Road","ALBION ROW",44,Byker,C139-0010,C139-0010,426686,564434,426686,564434,54.973729161951,-1.5830569106933,54.973729161951,-1.5830569106933
003/00048/015,"C139 Albion Row -  R/bt (at Dunn Terrace Byker Wall) to Walker Road",003,00048,"C Road","ALBION ROW",282,Byker,C139-0015,C139-0020,426692,564422,426567,564174,54.973620996343,-1.5829642867221,54.971398894625,-1.584940214087
003/02842/005,"C132 St Michael's Road - Albion Row to Bolam Way",003,02842,"C Road","ST MICHAELS ROAD",375,Byker,C132-0005,C132-0105,426640,564315,427008,564264,54.972662167801,-1.5837866552007,54.972184020493,-1.5780421392847
003/03809/005,"C132 Bolam Way - St Michael's Road to Walker Road",003,03809,"C Road","BOLAM WAY",439,Byker,C132-0105,C132-0110,427008,564264,427164,563887,54.972184020493,-1.5780421392847,54.968787436003,-1.5756406786132
017/04423/005,"C303 Newburn Bridge Road - Boundary (137m north Haugh Lane) to Station Road",013,04423,"C Road","NEWBURN BRIDGE ROAD",360,Newburn,C303-0005,C303-0010,416373,564942,416563,565247,54.978740238618,-1.7441562423597,54.981475040958,-1.7411697127462
001/01345/005,"C113 Fox and Hounds Lane - Pendower Way to Benwell Lane",001,01345,"C Road","FOX AND HOUNDS LANE",253,"Benwell and Scotswood",C113-0105,C113-0205,421162,564646,420968,564498,54.975899650289,-1.6693466353215,54.974577760147,-1.6723886312999
001/00319/005,"C113 Benwell Village - Benwell Lane to Gretna Road",001,00319,"C Road","BENWELL VILLAGE",96,"Benwell and Scotswood",C113-0205,C113-0305,420968,564498,420872,564506,54.974577760147,-1.6723886312999,54.974653687607,-1.6738879591678
008/01264/005,"C105 Fawdon Lane - Kingston Park Road to Edgefield Avenue",009,01264,"C Road","FAWDON LANE",656,Fawdon,C105-0005,C105-0105,422758,569463,422867,568833,55.019119925192,-1.6440268379962,55.013453104102,-1.6423723267904
008/02185/005,"C105 The Meadows - Edgefield Avenue to Meadowfield Avenue",009,02185,"C Road","THE MEADOWS",205,Fawdon,C105-0105,C105-0205,422867,568833,423025,568704,55.013453104102,-1.6423723267904,55.012286491667,-1.639911733223
010/04006/005,"C105 Jubilee Road - Meadowfield Avenue to Salters Road",022,01845,"C Road","JUBILEE ROAD",1194,Fawdon,C105-0205,C105-0210,423025,568704,423992,568019,55.012286491667,-1.639911733223,55.006084701284,-1.6248466259749
023/01383/005,"C136 George Street - Westmorland Road to St James Boulevard",008,01383,"C Road","GEORGE STREET",362,Elswick,C136-0305,C136-0310,423977,563849,424180,563610,54.968609444119,-1.6254302950057,54.966451726341,-1.6222792513947
023/01383/010,"C136 George Street - Slip from Scotswood Road",008,01383,"C Road","GEORGE STREET",89,Elswick,C136-0315,C136-0320,424154,563513,424142,563591,54.965581240774,-1.6226935632147,54.966282813981,-1.6228744424723
003/00996/005,"C124 Denmark Street - Heaton Road to Algernon Road",018,00996,"C Road","DENMARK STREET",368,"South Heaton",C124-0405,C124-0505,426953,565132,427212,564973,54.979987724506,-1.5788197680244,54.978544710984,-1.5747877364926
023/03285/010,"C117 Wellington Street - Pitt Street to Heber Street",024,03285,"C Road","WELLINGTON STREET",155,"Westgate (Residential)",C117-0205,C117-0305,424073,564501,424159,564373,54.974464384428,-1.6238758624838,54.973309878085,-1.6225429927235
023/03285/005,"C117 Wellington Street - Pitt Street to Stanhope Street",024,03285,"C Road","WELLINGTON STREET",155,"Westgate (Residential)",C117-0205,C117-0210,424073,564501,423979,564625,54.974464384428,-1.6238758624838,54.975583312884,-1.6253341384353
023/00213/005,"C117 Bath Lane - Heber Street to St James Boulevard",024,00213,"C Road","BATH LANE",168,"Westgate (Residential)",C117-0305,C117-0310,424159,564373,424267,564245,54.973309878085,-1.6225429927235,54.972154286165,-1.6208664925002
005/00771/005,"C127 Coach Lane - centre Wagonway to Boundary (Rosemount Way)",005,00771,"C Road","COACH LANE",738,Dene,C127-0205,C127-0210,427585,567385,427442,568093,55.000200794377,-1.5687270982468,55.006571467069,-1.5708948273986
003/03688/005,"C134 Conyers Road - from Union Road to Dalton Street",003,03688,"C Road","CONYERS ROAD",902,Byker,B1314-0205,C134-0005,427573,564620,426762,564585,54.975352451475,-1.5691809242986,54.975082125612,-1.5818554196557
001/02826/015,"C119 St. John's Road - Buddle Road R/bt to bullnose just past Stanley Street",008,02826,"C Road","ST JOHNS ROAD",395,Elswick,C119-0015,C119-0020,422337,563581,422724,563521,54.966277102811,-1.6510707727247,54.965720383279,-1.6450302773554
023/03345/005,"C119 Westmorland Road - from bullnose St John's Road to Rye Hill",008,03345,"C Road","WESTMORLAND ROAD",1107,Elswick,C119-0105,C119-0110,422776,563535,423819,563814,54.965843829202,-1.644216895161,54.968302472733,-1.6279014270783
001/02826/020,"C119 St. John's Road - eastbound - from bullnose to bullnose",008,02826,"C Road","ST JOHNS ROAD",56,Elswick,C119-0025,C119-0030,422723,563524,422776,563539,54.965747390161,-1.6450456602237,54.965879777588,-1.644216577466
001/02826/025,"C119 St. John's Road - westbound - from bullnose to bullnose",008,02826,"C Road","ST JOHNS ROAD",54,Elswick,C119-0035,C119-0040,422776,563533,422725,563519,54.965825855009,-1.6442170540083,54.965702363493,-1.6450148152625
026/00358/025,"C106 Black Callerton Lane - A696 R/bt East to B6918 Ponteland Road R/bt",026,00358,"C Road","BLACK CALLERTON",311,Woolsington,C106-0025,C106-0030,418888,570416,419185,570509,55.027846593563,-1.704496123248,55.028671020333,-1.699843365285
023/00963/005,"C322 Dean Street - from Mosley Street to Side",024,00963,"C Road","DEAN STREET",170,"Westgate (City Centre)",C322-0005,C322-0105,425033,564096,425100,563942,54.970777324113,-1.608912270819,54.969389947885,-1.6078790474829
023/02937/005,"C322 Side - from Dean Street to end at Quayside",024,02937,"C Road",SIDE,157,"Westgate (City Centre)",C322-0105,B1600-0405,425100,563942,425212,563860,54.969389947885,-1.6078790474829,54.968647356176,-1.6061366011056
016/00729/110,"C116 Claremont Road - Mary Magdalene Hospital / Bungalows to slip off from N.W.Radial",024,00729,"C Road","CLAREMONT ROAD",450,Wingrove,C116-0310,C116-0315,423675,565779,423281,565995,54.985968917913,-1.6299885903771,54.987928694887,-1.6361286320484
024/03794/110,"B6324 Stamfordham Road Eastbound - West Denton Way R/bt to A1 I/C",026,03794,"B Road","STAMFORDHAM ROAD",81,Woolsington,B6324-0050,B6324-0055,420432,566878,420492,566828,54.995989328628,-1.6805933571501,54.995537508478,-1.6796589930506
024/03794/115,"B6324 Stamfordham Road Westbound -  A1 I/C to West Denton Way R/bt",026,03794,"B Road","STAMFORDHAM ROAD",84,Denton,B6324-0060,B6324-0065,420473,566800,420416,566857,54.995286651718,-1.6799580078767,54.995801256181,-1.6808449733483
019/03359/005,"B1311 Whickham View - Denton Road to Deleval Road",001,03359,"B Road","WHICKHAM VIEW",1343,"Benwell and Scotswood",B1311-0005,B1311-0105,419995,565109,420997,564374,54.98010888514,-1.6875482328827,54.973462137269,-1.6719446173064
001/00315/005,"B1311 Benwell Lane - Deleval Road to Condercum Road",001,00315,"B Road","BENWELL LANE",880,"Benwell and Scotswood",B1311-0105,B1311-0205,420997,564374,421825,564090,54.973462137269,-1.6719446173064,54.970874222435,-1.6590298875004
001/00023/005,"B1311 Adelaide Terrace - Condercum Road to Beech Street",008,00023,"B Road","ADELAIDE TERRACE",405,"Benwell and Scotswood",B1311-0205,B1311-0305,421825,564090,422201,563957,54.970874222435,-1.6590298875004,54.969662329431,-1.6531660899781
023/00837/005,"B1311 Corporation Street - Westgate Road to Bath Lane",024,00837,"B Road","CORPORATION STREET",454,"Westgate (Residential)",B1311-0405,B1311-0410,423818,564185,424252,564262,54.971636724989,-1.627886226517,54.972307796491,-1.6210993998028
007/00808/005,"B1305 Condercum Road - West Road - Adelaide Terrace",008,00808,"B Road","CONDERCUM ROAD",623,Elswick,B1305-0105,B1311-0205,421947,564701,421825,564090,54.976359980869,-1.6570771457657,54.970874222435,-1.6590298875004
019/03373/005,"B1305 Whitehouse Road - Atkinson Road to Scotswood Road",001,03373,"B Road","WHITEHOUSE ROAD",174,"Benwell and Scotswood",B1305-0305,A695-0035,421526,563601,421625,563482,54.966492530438,-1.6637377618395,54.965418778467,-1.6622002654457
023/01332/005,"B1600 Forth Street - Railway Street to Forth Banks",024,01332,"B Road","FORTH STREET",158,"Westgate (City Centre)",A695-0210,B1600-0005,424354,563590,424504,563637,54.966263513273,-1.6195629267389,54.966678553626,-1.6172157985896
023/01451/005,"B1307 Grainger Street - Westgate Road to Bigg Market",024,01451,"B Road","GRAINGER STREET",191,"Westgate (City Centre)",B1307-0705,B1307-0105,424659,563989,424743,564160,54.969834355334,-1.6147642857382,54.971366978839,-1.613437268585
016/00210/005,"B1307 Barras Bridge - Southbound Claremont Road to St. Mary's Place",024,00210,"B Road","BARRAS BRIDGE",172,"South Jesmond",B1318-0120,B1307-0405,424896,565041,424825,564888,54.979276948367,-1.6109704630648,54.977905473559,-1.6120931494128
018/01387/005,"B1600 Gibson Street - City Road to Newbridge Street",016,01387,"B Road","GIBSON STREET",293,Ouseburn,B1600-0605,B1600-0610,425752,564210,425777,564499,54.971765210849,-1.5976694785439,54.974361171965,-1.5972529180648
018/00884/005,"B1600 Crawhall Road - Newbridge Street to City Road",016,00884,"B Road","CRAWHALL ROAD",315,Ouseburn,A193-0405,B1600-0705,425916,564540,425926,564230,54.974722430115,-1.5950774960242,54.971935929369,-1.5949492956721
018/00734/005,"B1600 Clarence Street - Newbridge Street to Copland Terrace",016,00734,"B Road","CLARENCE STREET",188,Ouseburn,B1600-0805,B1600-0905,425745,564497,425745,564681,54.9743448523,-1.5977530609565,54.975998466617,-1.5977365324527
018/02921/005,"B1600 Shieldfield Lane - Copland Terrace to Stoddart Street",016,02921,"B Road","SHIELDFIELD LANE",95,Ouseburn,B1600-0905,B1600-0910,425745,564681,425812,564745,54.975998466617,-1.5977365324527,54.976570170159,-1.5966839275251
018/03029/005,"B1600 Stoddart Street - Warwick Street to Union Street (commencement of one-way street)",016,03029,"B Road","STODDART STREET",347,Ouseburn,B1600-1005,B1600-1010,425762,564974,425864,564647,54.978630787953,-1.5974445754588,54.975686744471,-1.5958802872639
018/02595/005,"B1600 Portland Terrace - Sandyford Road to Jesmond Road",019,02595,"B Road","PORTLAND TERRACE",207,"South Jesmond",B1600-1205,B1600-1210,425570,565253,425471,565435,54.981148060792,-1.600419774871,54.982788771854,-1.6019506161484
012/02477/005,"B1600 Osborne Road - Jesmond Road to Jesmond Dene Road",015,02477,"B Road","OSBORNE ROAD",2103,"North Jesmond",A1058-0015,B1600-1305,425409,565419,424966,567110,54.982648145848,-1.6029209175965,54.997867605319,-1.6096962763653
016/01840/005,"B1309 John Dobson Street - Southbound St. Mary's Place to Durant Road",024,01840,"B Road","JOHN DOBSON STREET",254,"South Jesmond",B1309-0005,B1309-0010,424973,564879,425045,564635,54.977817193606,-1.6097813966123,54.975620740678,-1.6086777055145
016/01840/010,"B1309 John Dobson Street - Northbound Durant Road to St. Mary's Place",024,01840,"B Road","JOHN DOBSON STREET",257,"Westgate (City Centre)",B1309-0015,B1309-0020,425034,564631,424963,564878,54.975585345295,-1.6088499228916,54.977808707714,-1.6099377358894
016/04088/005,"B1309 Durant Road - Eastbound John Dobson Street to A167 R/bt",019,04088,"B Road","DURANT ROAD",248,"South Jesmond",B1309-0105,B1309-0110,425043,564640,425266,564603,54.975665776433,-1.6087085173269,54.975321997629,-1.6052275439841
016/04088/010,"B1309 Durant Road - Westbound A167 R/bt to John Dobson Street",019,04088,"B Road","DURANT ROAD",234,"Westgate (City Centre)",B1309-0115,B1309-0120,425251,564569,425046,564631,54.975017198578,-1.6054649031464,54.97558474223,-1.6086624307224
010/01470/005,"B1318 Great North Road Northbound - Barrass Bridge to bullnose",017,01470,"B Road","GREAT NORTH ROAD",745,Wingrove,B1318-0105,B1318-0110,424885,565046,424824,565781,54.979322433165,-1.6111419124515,54.985930949964,-1.6120313948538
010/01470/010,"B1318 Great North Road Southbound -  bullnose to Barrass Bridge",017,01470,"B Road","GREAT NORTH ROAD",753,"South Jesmond",B1318-0115,B1318-0120,424831,565781,424896,565041,54.985930601027,-1.6119219962545,54.979276948367,-1.6109704630648
010/01470/025,"B1318 Great North Road Northbound - bullnose to bullnose at Blue House",017,01470,"B Road","GREAT NORTH ROAD",953,"South Jesmond",B1318-0125,B1318-0130,424827,565781,424661,566719,54.985930800432,-1.6119845097395,54.994368881754,-1.6144980334029
010/01470/040,"B1318 Great North Road - Blue House bullnose to Moorfield",017,01470,"B Road","GREAT NORTH ROAD",334,"West Gosforth",B1318-0175,B1318-0205,424621,566937,424546,567261,54.996330032363,-1.615104548483,54.999245530371,-1.616249191999
003/00556/005,"B1312 Byker Bank -  Byker Bridge to Ouse Street",003,00556,"B Road","BYKER BANK",360,Byker,B1312-0105,B1312-0205,426521,564611,426289,564348,54.975328674105,-1.5856184233888,54.972977380899,-1.589267362652
018/00934/005,"B1312 Cut Bank - Ouse Street to City Road",016,00934,"B Road","CUT BANK",128,Ouseburn,B1312-0205,B1312-0210,426289,564348,426226,564240,54.972977380899,-1.589267362652,54.972010101379,-1.5902615116501
003/00061/005,"B1314 Allendale Road - Walker Road to Welbeck Road",003,00061,"B Road","ALLENDALE ROAD",723,Byker,B1314-0005,B1314-0010,427775,563708,427598,564397,54.967145084584,-1.5661132031358,54.973346965822,-1.5688117923344
003/03182/005,"B1314 Union Road - Conyers Road to Shields Road",003,03182,"B Road","UNION ROAD",322,Byker,B1314-0205,B1314-0210,427573,564620,427375,564865,54.975352451475,-1.5691809242986,54.977565185043,-1.5722511095966
017/02583/206,"B6918 Ponteland Road - Tudor Way R/bt",011,02583,"B Road","PONTELAND ROAD",59,Castle,B6918-0020,B6918-0020,420944,568649,420944,568649,55.011884148571,-1.6724599248662,55.011884148571,-1.6724599248662
017/02583/207,"B6918 Ponteland Road - Tudor Way R/bt to Brunton Lane R/bt",011,02583,"B Road","PONTELAND ROAD",460,Castle,B6918-0025,B6918-0030,420952,568632,421180,568232,55.011731031848,-1.6723360619606,55.008126557517,-1.6688001078455
017/02583/208,"B6918 Ponteland Road - Brunton Lane R/bt",011,02583,"B Road","PONTELAND ROAD",76,Castle,B6918-0030,B6918-0030,421180,568232,421180,568232,55.008126557517,-1.6688001078455,55.008126557517,-1.6688001078455
017/02583/210,"B6918 Ponteland Road - Eastbound Brunton Lane R/bt to A1 I/C",011,02583,"B Road","PONTELAND ROAD",233,Castle,B6918-0035,B6918-0040,421199,568217,421267,568000,55.007990942671,-1.6685041147709,55.006037849953,-1.6674569300115
017/02583/215,"B6918 Ponteland Road - Westbound A1 I/C to Brunton Lane R/bt",011,02583,"B Road","PONTELAND ROAD",235,Castle,B6918-0045,B6918-0050,421239,567993,421184,568214,55.005976136222,-1.6678952656865,55.007964620237,-1.6687388926351
010/01470/044,"B1318 Great North Road - Asda R/bt",017,01470,"B Road","GREAT NORTH ROAD",52,Parklands,B1318-0305,B1318-0305,424346,568696,424346,568696,55.012151714164,-1.6192537732667,55.012151714164,-1.6192537732667
010/01470/045,"B1318 Great North Road Northbound - Asda R/bt to Broadway West R/bt",017,01470,"B Road","GREAT NORTH ROAD",576,Parklands,B1318-0310,B1318-0315,424339,568710,424270,569281,55.012277874652,-1.6193620516693,55.017412821895,-1.6203926445451
010/01470/052,"B1318 Great North Road Southbound - Broadway West R/bt to Adsa R/bt",017,01470,"B Road","GREAT NORTH ROAD",575,Parklands,B1318-0320,B1318-0325,424283,569281,424351,568710,55.017412187515,-1.6201893163707,55.01227728753,-1.6191743881274
010/01470/046,"B1318 Great North Road - Broadway West R/bt",017,01470,"B Road","GREAT NORTH ROAD",80,Parklands,B1318-0330,B1318-0330,424277,569279,424277,569279,55.017394506356,-1.6202833299999,55.017394506356,-1.6202833299999
010/01470/047,"B1318 Great North Road Northbound - Broadway West R/bt to Polwarth Drive R/bt",017,01470,"B Road","GREAT NORTH ROAD",688,Parklands,B1318-0335,B1318-0340,424271,569303,424255,569990,55.017610487017,-1.6203751359339,55.023785330424,-1.6205670821856
010/01470/051,"B1318 Great North Road Southbound -Polwarth Drive R/bt to Broadway West R/bt",017,01470,"B Road","GREAT NORTH ROAD",692,Parklands,B1318-0345,B1318-0350,424274,569993,424284,569302,55.023811364453,-1.6202696082407,55.017600865611,-1.6201718917139
010/01470/048,"B1318 Great North Road - Polwarth Drive R/bt",017,01470,"B Road","GREAT NORTH ROAD",104,Parklands,B1318-0355,B1318-0355,424263,569988,424263,569988,55.023766966253,-1.6204421071303,55.023766966253,-1.6204421071303
010/01470/049,"B1318 Great North Road Northbound - Polwarth Drive R/bt to A1 I/C",017,01470,"B Road","GREAT NORTH ROAD",1225,Parklands,B1318-0360,B1318-0365,424257,570020,423888,571144,55.024054842482,-1.6205332491743,55.034174073012,-1.626211600268
010/01470/050,"B1318 Great North Road Southbound - A1 I/C to Polwarth Drive R/bt",017,01470,"B Road","GREAT NORTH ROAD",1252,Parklands,B1318-0370,B1318-0375,423913,571185,424273,570017,55.034541337239,-1.6258169876255,55.024027100927,-1.6202832125845
010/01470/026,"B1318 Great North Road Northbound - bullnose to Blue House R/bt",017,01470,"B Road","GREAT NORTH ROAD",98,Wingrove,B1318-0135,B1318-0140,424657,566719,424641,566815,54.994369079854,-1.6145605600231,54.995232626206,-1.6148024026953
010/01470/027,"B1318 Great North Road Southbound - Blue House R/bt to Bullnose",017,01470,"B Road","GREAT NORTH ROAD",99,"North Jesmond",B1318-0145,B1318-0150,424652,566817,424666,566720,54.995250055734,-1.6146302785502,54.994377621107,-1.6144197889624
